rules,support,confidence,lift
{citrus fruityogurtspecialty cheese} => {whole milk},0.000711744,1,3.913649025
{yogurtspecialty cheesebottled water} => {other vegetables},0.000610066,0.857142857,4.429847609
{tropical fruitroot vegetablesspecialty cheese} => {other vegetables},0.000711744,1,5.168155544
{tropical fruityogurtspecialty cheese} => {other vegetables},0.000610066,0.857142857,4.429847609
{root vegetablesyogurtspecialty cheese} => {other vegetables},0.000915099,0.818181818,4.2284909
{other vegetablesyogurtspecialty cheese} => {whole milk},0.00132181,0.8125,3.179839833
{tropical fruitsemi-finished breadchocolate marshmallow} => {yogurt},0.000508388,0.833333333,5.973639456
{yogurtsemi-finished breadchocolate marshmallow} => {tropical fruit},0.000508388,1,9.53003876
{sodachocolate marshmallowcandy} => {rolls/buns},0.000508388,0.833333333,4.530587802
{rolls/bunschocolate marshmallowcandy} => {soda},0.000508388,1,5.734693878
{sodachocolate marshmallowcandy} => {other vegetables},0.000508388,0.833333333,4.306796287
{other vegetableschocolate marshmallowcandy} => {soda},0.000508388,1,5.734693878
{margarinewaffleschocolate marshmallow} => {yogurt},0.000610066,0.857142857,6.144314869
{yogurtwaffleschocolate marshmallow} => {margarine},0.000610066,1,17.07465278
{yogurtmargarinechocolate marshmallow} => {waffles},0.000610066,0.857142857,22.3015873
{rolls/bunsmargarinechocolate marshmallow} => {waffles},0.000508388,1,26.01851852
{margarinewaffleschocolate marshmallow} => {other vegetables},0.000610066,0.857142857,4.429847609
{other vegetablesmargarinechocolate marshmallow} => {waffles},0.000610066,0.857142857,22.3015873
{root vegetableswaffleschocolate marshmallow} => {whole milk},0.000508388,0.833333333,3.261374188
{yogurtwaffleschocolate marshmallow} => {other vegetables},0.000508388,0.833333333,4.306796287
{chocolatechocolate marshmallownapkins} => {soda},0.000508388,1,5.734693878
{tropical fruitmargarinechocolate marshmallow} => {yogurt},0.000508388,1,7.168367347
{yogurtmargarinechocolate marshmallow} => {other vegetables},0.000610066,0.857142857,4.429847609
{other vegetablesmargarinechocolate marshmallow} => {yogurt},0.000610066,0.857142857,6.144314869
{other vegetablesyogurtchocolate marshmallow} => {margarine},0.000610066,0.857142857,14.63541667
{rolls/bunsmargarinechocolate marshmallow} => {other vegetables},0.000508388,1,5.168155544
{yogurtbottled waterchocolate marshmallow} => {tropical fruit},0.000508388,1,9.53003876
{pastrybottled beerflower (seeds)} => {yogurt},0.000508388,1,7.168367347
{yogurtpastryflower (seeds)} => {bottled beer},0.000508388,0.833333333,10.34827441
{whole milkbottled beerflower (seeds)} => {yogurt},0.000508388,0.833333333,5.973639456
{root vegetablesbutterflower (seeds)} => {whole milk},0.000508388,1,3.913649025
{tropical fruitfrozen potato productschocolate} => {whole milk},0.000508388,1,3.913649025
{frozen potato productssodachocolate} => {whole milk},0.000508388,1,3.913649025
{frozen potato productsrolls/bunschocolate} => {whole milk},0.000508388,0.833333333,3.261374188
{beeffrozen potato productscoffee} => {whole milk},0.000508388,0.833333333,3.261374188
{whole milkfrozen potato productscoffee} => {beef},0.000508388,1,19.06007752
{tropical fruitfrozen vegetablesfrozen potato products} => {root vegetables},0.000508388,1,9.174440299
{beeffrozen potato productsrolls/buns} => {whole milk},0.000508388,0.833333333,3.261374188
{pip fruitfrozen potato productsfruit/vegetable juice} => {whole milk},0.000508388,0.833333333,3.261374188
{yogurtfrozen potato productsfruit/vegetable juice} => {whole milk},0.000711744,0.875,3.424442897
{pip fruityogurtfrozen potato products} => {whole milk},0.000610066,1,3.913649025
{pip fruitfrozen potato productsrolls/buns} => {whole milk},0.000508388,0.833333333,3.261374188
{pip fruitother vegetablesfrozen potato products} => {whole milk},0.000508388,0.833333333,3.261374188
{other vegetablesfrozen potato productspastry} => {whole milk},0.000508388,1,3.913649025
{sausageroot vegetablesfrozen potato products} => {yogurt},0.000508388,1,7.168367347
{sausagewhole milkfrozen potato products} => {yogurt},0.000508388,0.833333333,5.973639456
{tropical fruityogurtfrozen potato products} => {root vegetables},0.000508388,0.833333333,7.645366915
{tropical fruitroot vegetablesfrozen potato products} => {whole milk},0.000610066,0.857142857,3.354556307
{tropical fruityogurtfrozen potato products} => {whole milk},0.000610066,1,3.913649025
{root vegetablesyogurtfrozen potato products} => {whole milk},0.000711744,0.875,3.424442897
{yogurtfrozen potato productsrolls/buns} => {whole milk},0.000610066,0.857142857,3.354556307
{other vegetablesyogurtfrozen potato products} => {whole milk},0.000610066,0.857142857,3.354556307
{other vegetablesfrozen potato productsrolls/buns} => {whole milk},0.000610066,0.857142857,3.354556307
{hygiene articlesnapkinshouse keeping products} => {whole milk},0.000508388,1,3.913649025
{whole milkhygiene articleshouse keeping products} => {napkins},0.000508388,0.833333333,15.91423948
{long life bakery productnapkinshouse keeping products} => {whole milk},0.000508388,1,3.913649025
{whole milklong life bakery producthouse keeping products} => {napkins},0.000508388,0.833333333,15.91423948
{chickenother vegetableshouse keeping products} => {whole milk},0.000508388,0.833333333,3.261374188
{chickenwhole milkhouse keeping products} => {other vegetables},0.000508388,0.833333333,4.306796287
{chocolatenapkinshouse keeping products} => {tropical fruit},0.000508388,0.833333333,7.941698966
{tropical fruitchocolatehouse keeping products} => {napkins},0.000508388,0.833333333,15.91423948
{chocolatenapkinshouse keeping products} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitchocolatehouse keeping products} => {whole milk},0.000508388,0.833333333,3.261374188
{root vegetablesfrozen vegetableshouse keeping products} => {whole milk},0.000508388,1,3.913649025
{whipped/sour creamnapkinshouse keeping products} => {whole milk},0.000610066,1,3.913649025
{root vegetablesyogurthouse keeping products} => {napkins},0.000508388,0.833333333,15.91423948
{root vegetablesbutterhouse keeping products} => {yogurt},0.000508388,0.833333333,5.973639456
{butteryogurthouse keeping products} => {root vegetables},0.000508388,0.833333333,7.645366915
{root vegetablesyogurthouse keeping products} => {butter},0.000508388,0.833333333,15.0382263
{root vegetablesbutterhouse keeping products} => {whole milk},0.000508388,0.833333333,3.261374188
{whole milkbutterhouse keeping products} => {root vegetables},0.000508388,0.833333333,7.645366915
{sausagewhipped/sour creamhouse keeping products} => {whole milk},0.000508388,1,3.913649025
{root vegetableswhipped/sour creamhouse keeping products} => {whole milk},0.000508388,1,3.913649025
{whipped/sour creamrolls/bunshouse keeping products} => {whole milk},0.000711744,1,3.913649025
{other vegetableswhipped/sour creamhouse keeping products} => {whole milk},0.000711744,0.875,3.424442897
{sausagetropical fruithouse keeping products} => {whole milk},0.000711744,1,3.913649025
{beefroot vegetablessweet spreads} => {yogurt},0.000508388,1,7.168367347
{beefsweet spreadssoda} => {yogurt},0.000508388,1,7.168367347
{beefwhole milksweet spreads} => {yogurt},0.000610066,0.857142857,6.144314869
{domestic eggssweet spreadssoda} => {whole milk},0.000610066,1,3.913649025
{yogurtdomestic eggssweet spreads} => {whole milk},0.000508388,0.833333333,3.261374188
{pastrysweet spreadssoda} => {whole milk},0.000711744,1,3.913649025
{turkeyroot vegetablesherbs} => {whole milk},0.000508388,1,3.913649025
{turkeyherbswhole milk} => {root vegetables},0.000508388,1,9.174440299
{turkeytropical fruitgrapes} => {other vegetables},0.000508388,0.833333333,4.306796287
{turkeygrapeswhole milk} => {other vegetables},0.000508388,1,5.168155544
{turkeyroot vegetablesbutter milk} => {other vegetables},0.000508388,1,5.168155544
{turkeyother vegetablesbutter milk} => {root vegetables},0.000508388,0.833333333,7.645366915
{turkeybutter milkyogurt} => {other vegetables},0.000508388,1,5.168155544
{turkeyother vegetablesbutter milk} => {yogurt},0.000508388,0.833333333,5.973639456
{turkeyother vegetablesbutter milk} => {whole milk},0.000508388,0.833333333,3.261374188
{turkeywhole milkbutter milk} => {other vegetables},0.000508388,1,5.168155544
{turkeyroot vegetablescandy} => {other vegetables},0.000508388,1,5.168155544
{turkeyother vegetablescandy} => {root vegetables},0.000508388,1,9.174440299
{turkeytropical fruitoil} => {root vegetables},0.000508388,1,9.174440299
{turkeyroot vegetablesoil} => {tropical fruit},0.000508388,1,9.53003876
{turkeytropical fruitoil} => {other vegetables},0.000508388,1,5.168155544
{turkeyroot vegetablesoil} => {other vegetables},0.000508388,1,5.168155544
{turkeywhole milkoil} => {other vegetables},0.000508388,1,5.168155544
{turkeyroot vegetablesonions} => {other vegetables},0.000508388,1,5.168155544
{turkeyonionsyogurt} => {whole milk},0.000508388,1,3.913649025
{turkeyhamburger meatyogurt} => {whole milk},0.000508388,1,3.913649025
{turkeyhamburger meatwhole milk} => {yogurt},0.000508388,1,7.168367347
{turkeywhole milkfrozen vegetables} => {other vegetables},0.000508388,0.833333333,4.306796287
{turkeycurdpastry} => {whole milk},0.000508388,1,3.913649025
{turkeycitrus fruitcurd} => {whole milk},0.000508388,1,3.913649025
{turkeytropical fruitcurd} => {other vegetables},0.000711744,1,5.168155544
{turkeyroot vegetablescurd} => {other vegetables},0.000610066,1,5.168155544
{turkeycurdyogurt} => {other vegetables},0.000610066,0.857142857,4.429847609
{turkeywhole milkcurd} => {other vegetables},0.000813421,0.8,4.134524435
{turkeytropical fruitbutter} => {root vegetables},0.000508388,0.833333333,7.645366915
{turkeyroot vegetablesbutter} => {tropical fruit},0.000508388,0.833333333,7.941698966
{turkeyroot vegetablesbutter} => {other vegetables},0.000508388,0.833333333,4.306796287
{turkeyroot vegetablesfruit/vegetable juice} => {tropical fruit},0.000610066,1,9.53003876
{turkeyother vegetablesfruit/vegetable juice} => {tropical fruit},0.000711744,0.875,8.338783915
{turkeyroot vegetablesfruit/vegetable juice} => {other vegetables},0.000610066,1,5.168155544
{turkeyroot vegetableswhipped/sour cream} => {tropical fruit},0.000508388,1,9.53003876
{turkeyroot vegetableswhipped/sour cream} => {other vegetables},0.000508388,1,5.168155544
{turkeycitrus fruitpastry} => {rolls/buns},0.000508388,0.833333333,4.530587802
{turkeycitrus fruitrolls/buns} => {pastry},0.000508388,0.833333333,9.366666667
{turkeycitrus fruitpastry} => {whole milk},0.000508388,0.833333333,3.261374188
{turkeyroot vegetablespastry} => {other vegetables},0.000508388,1,5.168155544
{turkeyrolls/bunssoda} => {pastry},0.000508388,1,11.24
{turkeypastrysoda} => {whole milk},0.000610066,0.857142857,3.354556307
{turkeywhole milksoda} => {pastry},0.000610066,0.857142857,9.634285714
{turkeycitrus fruitroot vegetables} => {other vegetables},0.000508388,0.833333333,4.306796287
{turkeycitrus fruitroot vegetables} => {whole milk},0.000508388,0.833333333,3.261374188
{turkeycitrus fruitrolls/buns} => {whole milk},0.000508388,0.833333333,3.261374188
{turkeytropical fruitbottled water} => {whole milk},0.000610066,1,3.913649025
{turkeyroot vegetablesbottled water} => {other vegetables},0.000610066,0.857142857,4.429847609
{turkeyroot vegetablesbottled water} => {whole milk},0.000711744,1,3.913649025
{turkeyyogurtbottled water} => {whole milk},0.000508388,0.833333333,3.261374188
{turkeyother vegetablesbottled water} => {whole milk},0.000711744,0.875,3.424442897
{turkeytropical fruitroot vegetables} => {other vegetables},0.001220132,0.8,4.134524435
{turkeyroot vegetablesyogurt} => {other vegetables},0.000915099,0.9,4.651339989
{turkeyroot vegetablesrolls/buns} => {other vegetables},0.000610066,0.857142857,4.429847609
{turkeyroot vegetableswhole milk} => {other vegetables},0.001220132,0.8,4.134524435
{root vegetablesricebaking powder} => {other vegetables},0.000508388,1,5.168155544
{other vegetablesricebaking powder} => {root vegetables},0.000508388,1,9.174440299
{root vegetablesricebaking powder} => {whole milk},0.000508388,1,3.913649025
{whole milkricebaking powder} => {root vegetables},0.000508388,0.833333333,7.645366915
{other vegetablesricebaking powder} => {whole milk},0.000508388,1,3.913649025
{whole milkricebaking powder} => {other vegetables},0.000508388,0.833333333,4.306796287
{hard cheesedomestic eggsrice} => {whole milk},0.000508388,1,3.913649025
{hard cheesericefruit/vegetable juice} => {root vegetables},0.000508388,0.833333333,7.645366915
{hard cheesericefruit/vegetable juice} => {whole milk},0.000508388,0.833333333,3.261374188
{yogurthard cheeserice} => {root vegetables},0.000508388,1,9.174440299
{root vegetableshard cheeserice} => {other vegetables},0.000610066,0.857142857,4.429847609
{other vegetableshard cheeserice} => {root vegetables},0.000610066,0.857142857,7.86380597
{root vegetableshard cheeserice} => {whole milk},0.000610066,0.857142857,3.354556307
{yogurthard cheeserice} => {other vegetables},0.000508388,1,5.168155544
{yogurthard cheeserice} => {whole milk},0.000508388,1,3.913649025
{other vegetableshard cheeserice} => {whole milk},0.000610066,0.857142857,3.354556307
{tropical fruitsliced cheeserice} => {root vegetables},0.000508388,1,9.174440299
{root vegetablessliced cheeserice} => {tropical fruit},0.000508388,1,9.53003876
{tropical fruitsliced cheeserice} => {yogurt},0.000508388,1,7.168367347
{yogurtsliced cheeserice} => {tropical fruit},0.000508388,1,9.53003876
{tropical fruitsliced cheeserice} => {whole milk},0.000508388,1,3.913649025
{whole milksliced cheeserice} => {tropical fruit},0.000508388,1,9.53003876
{root vegetablessliced cheeserice} => {yogurt},0.000508388,1,7.168367347
{yogurtsliced cheeserice} => {root vegetables},0.000508388,1,9.174440299
{root vegetablessliced cheeserice} => {whole milk},0.000508388,1,3.913649025
{whole milksliced cheeserice} => {root vegetables},0.000508388,1,9.174440299
{yogurtsliced cheeserice} => {whole milk},0.000508388,1,3.913649025
{whole milksliced cheeserice} => {yogurt},0.000508388,1,7.168367347
{tropical fruitriceoil} => {whole milk},0.000508388,1,3.913649025
{yogurtriceoil} => {root vegetables},0.000508388,1,9.174440299
{root vegetablesriceoil} => {other vegetables},0.000610066,0.857142857,4.429847609
{other vegetablesriceoil} => {root vegetables},0.000610066,1,9.174440299
{root vegetablesriceoil} => {whole milk},0.000610066,0.857142857,3.354556307
{yogurtriceoil} => {other vegetables},0.000508388,1,5.168155544
{other vegetablesriceoil} => {yogurt},0.000508388,0.833333333,5.973639456
{yogurtriceoil} => {whole milk},0.000508388,1,3.913649025
{other vegetablesriceoil} => {whole milk},0.000508388,0.833333333,3.261374188
{onionsbutterrice} => {root vegetables},0.000508388,1,9.174440299
{root vegetablesonionsrice} => {butter},0.000508388,1,18.04587156
{onionsbutterrice} => {yogurt},0.000508388,1,7.168367347
{onionsyogurtrice} => {butter},0.000508388,0.833333333,15.0382263
